Processor ID,Category,Brand Name,Product Names,Product Prices,Product Ratings,User Reviews
0,SPORTS,Fitbit,"Fitbit Alta HR and Alta Classic Accessory Band, Coral, Small",$4.74,1.0,"
  My band broke less than four months after purchase, and Fitbit's warranty does not apply.  Their customer service department explained to me that they only support items purchased through their online store.  This appeared to be a genuine, licensed Fitbit product, but I guess that doesn't matter.
"
0,SPORTS,Fitbit,"Fitbit Alta HR and Alta Classic Accessory Band, Coral, Small",$4.74,1.0,"
  The clasps that attach to the Fitbit loosen over time, pinch my skin and detach. I bought this band in February and it already needs to be replaced. Lasted 7 months! That’s it??! I had the same issue with the band that came with my Fitbit. However, the off brand bands last longer?? Very disappointing!!! The only plus is the strap that holds the end of the band to the other has not stretched. I wish I could get my money back.
"
0,SPORTS,Fitbit,"Fitbit Alta HR and Alta Classic Accessory Band, Coral, Small",$4.74,3.0,"
  This band was great for 9 months...until the plastic connectors broke.  I am so frustrated with FitBit bands.  I bought the FitBit Alta HR because I have had 2 FitBit Charge trackers and the bands bubbled up and eventually broke on both of them.  I thought a changeable band would make he tracker last longer.  Well, it did, but now I have to buy a new band every 6-9 months.  I would love for there be a quality product that lasts.
"
0,SPORTS,Fitbit,"Fitbit Alta HR and Alta Classic Accessory Band, Coral, Small",$4.74,1.0,"
  This is a very unreliable tracker and a very poor-quality product.Compared to other, more reliable devices:- The Fitbit Alta HR miscalculates the number of steps taken (for instance, it counts thousands of steps for an hour spent speaking while sitting, or for an hour driving on dirt roads)- The Fitbit Alta HR overestimates calories burned by 25-30% (even after discounting extra steps)- The Fitbit Alta HR’s heart rate tracking is completely off and, therefore, so is the sleep tracking & the exercise tracking- The Fitbit Alta HR does not recognize many common forms of exercise (like most martial arts).In addition, the Fitbit Alta HR is poorly built. The device I bought stopped working after 6 months. [Update: Fitbit sent me a replacement product, which  stopped working after less than five months].Customer service is terrible:- replacement for products under warranty take weeks to arrive (minimum “5 to 10 business days”)- Fitbit replaces defective products not with brand new items, but with refurbished pebbles (which won’t last very long, given that even brand-new products break down after 6 months)- The warranty on the replacement items is only for the duration of the warranty left on the original product, rather than a new one-year warranty, which is standard practice for other companies. (this show the very poor confidence Fitbit employees have in their own products!)- It takes days to receive answers from customer support.- There is no compensation for customers who have to deal with defective products. Not even an apology.Overall, Fitbit’s policies are excellent at protecting themselves against the poor quality of their own products, but they are much less effective at protecting the rights of their customers.The only good thing I can write about this product is that the Fitbit Alta HR is discreet and relatively elegant, and it gives the time accurately.But given that that this tracker fails to perform appropriately all of the basic functions for which we may decide to buy it, including step tracking, heart rate tracking, and calorie tracking, we’re be better off with no device at all (more discreet), a standard watch (more elegant), or a tracker from another brand like Garmin or Omron (more accurate).
"
0,SPORTS,Fitbit,"Fitbit Alta HR and Alta Classic Accessory Band, Coral, Small",$4.74,4.0,"
  This is a good replacement band from Fitbit. The corral color is not too orange which I was afraid of so I'm happy about it. These never last me too long but so far so good with this replacement. The coral has maintained it's color and cleaned easily. I don't have super small wrists but the small fits good on this. Now and again I think some water gets under it and my skin gets irritated. My only issue with these is the design not I suspect the newer trackers are better.
"
0,SPORTS,Fitbit,"Fitbit Alta HR and Alta Classic Accessory Band, Coral, Small",$4.74,2.0,"
  I like the Fitbit and the band but The band keeps coming off. This is my second band on the Fitbit and doing the same thing (last one ordered May18, 2018 through Amazon. At $28 a pop, this isn’t cost effective. I may try a cheaper brand to see if it is any better. Luckily I haven’t lost the Fitbit but it’s scratched from falling on the ground when band suddenly pops off.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  After owning my fitbit for a year, the clasp started getting a little loose, endangering my whole fitbit of falling off. This little guy fixes that problem right away. It's inexpensive, so I don't mind replacing the part every year or so in exchange for an awesome product.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  This clasp fits my fit bit flex perfectly. It was a little bit difficult to fit in the first couple times that I clasped it in, however now it fits in easily and snuggly. It holds the band closed firmly and does not irritate my wrist.If you've lost your clasp as I did this is the way to go rather than buying a whole new band.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  I was glad to find these authentic clasps as the 3-pack of the bracelets I bought had 2 plastic and one metal. The plastic are jump and this metal one is perfect.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  Didn't realize the clasp shouldn't be thrown out with the broken band. Oh, well. Now that I have this one on my new band, life is good again.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  Ordered as a replacement when I lost the original. Works great and seems to be genuine from fitbit.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,4.0,"
  I like this clasp better than the plastic clasp that is on the armbands that are sold separately.
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  I bought this just for a replacement in case I lost my original. Just what it says it is, no problems
"
0,SPORTS,Fitbit,Fitbit Flex Clasp,$4.95,5.0,"
  This product works exactly as advertised.
"
0,SPORTS,Fitbit,Fitbit Versa Classic Accessory Band,$4.99,1.0,"
  I bought a classic band less than 2 weeks ago, and I woke up tonight to find that the band had ripped in two at one spot and nearly ripped in 2 at another. The band that came with the Fitbit lasted a year and a half, this one lasted a week and a half
"
0,SPORTS,Fitbit,Fitbit Versa Classic Accessory Band,$4.99,1.0,"
  not good
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,2.0,"
  I love my Fitbit flex because it's not big and bulky.  I'm not big on jewelry, so the thinner, flat design is good.  The different band colors are great for mixing up colors.  I think it is SOOOO cheap of Fitbit to market a 3 pack of bands with one clasp.  The generic, aftermarket brands use watch clasps which makes them unattractive.  I was happy to pay for the brand name at $10/band or $30 for a 3 pack.  For that amount, each band should have a clasp with it.  The clasps are very difficult to remove because they are supposed to stay in place.  So the bottom line, Fitbit produces 1/3 of the cheap clasps, saves themselves money, but still sticks it to the consumer with a high-priced 3 pack to buy their product.  It states it in the description there is one clasp, but it's still really, really bad business.  Consumers will pay for the brand name.  Don't be so cheap that each bracelet isn't ready to be used with its own clasp.  It takes enough time slipping the Fitbit in and out of the band.  Really, really disappointed in Fitbit sticking it to the consumer.
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,4.0,"
  These Fitbit bands actually from Fitbit are better than all of the other non-Fitbit brand bands that are available. They are more pliable, fit to your wrist better and more secure.  That said - come on Fitbit, add clasps for all the bands.  You are selling 3 bands but only 1 clasp.  That means you are selling 1 band and 2 almost bands!  Fitbit, you are better than that.  For almost $30, you should get 3 clasps!
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,4.0,"
  Like having the additional Flex 2 bands in case my original one does not hold up to the pool chemicals (still TBD).  Wish the pack would have included three metal clasps instead of only one.  Not sure this was clear in the product specs but I may have missed it.
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,4.0,"
  I like this three pack of bands however I find it ridiculous that they only include one snap. How much could it realistically cost fitbit to include one for each band? Also, comparing the bands to the one that came with my fitbit these all are slightly shorter as well as slightly more narrow.
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,4.0,"
  Really??  Just one clasp for three bands?!  Even the cheaper knockoffs give you a clasp for *each* bracelet.  The fitbit bands are a little smaller in profile than the knockoffs, which is why I ordered them.  And they are a little bit more pliable.  But c'mon, fitbit - just one clasp for three bands is pretty stingy.  If you really want the slightly smaller band, then go for it.  But if close cuts it, save yourself some broken fingernails (those suckers are *hard* to get out and put back in!), and get the perfectly acceptable cheaper versions that have a clasp for each bracelet.
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,1.0,"
  I love fitbit and was so disappointed with the choice to only provide one clasp.  it was so difficult to remove and insert in the different bracelet. Broke 2 nails and tried using a towel and other items.  In the long run this action will have an impact on the holes.  Seriously how much would it cost to have a clasp in all the bracelets?  I was so excited to have the different colors and options but returned the item. Not worth the hassle and nails.  I hope they improve and or change them in the future and I will order them.
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,4.0,"
  I really like the bands and the Fit Bit Flex 2 tracker but changing out the metal clasp is difficult for me. Is there any way I can acquire 1 or 2 more metal clasps? I don't understand why each band doesn't come with the metal clasp. Your help is greatly appreciated.Susie
"
0,SPORTS,Fitbit,"Fitbit Flex 2 Accessory 3 Piece Pack, Pink, Large, 0.13 Pound",$6.52,5.0,"
  These watch bands are very hard to find. I like my fitbit, so it's nice to still be able to find the band replacements. Fun colors Thank you
"
0,SPORTS,Fitbit,Fitbit Charge 3 Band Sport Navy Large (FB168SBNVL),$7.99,1.0,"
  Counterfeit product, not original Fitbit, see package with original package in the picture of black band vs. this navy band.
"
0,SPORTS,Fitbit,Fitbit Charge 3 Band Sport Navy Large (FB168SBNVL),$7.99,5.0,"
  I like the quality. As expected from Fitbit this sports band is very soft, easy maintenance, and comfortable on the skin. I wear this 24x7 and it's very comfortable. No irritation or heaviness on the wrist.
"
0,SPORTS,Fitbit,Fitbit Charge 3 Band Sport Navy Large (FB168SBNVL),$7.99,5.0,"
  Fast service and well made
"
0,SPORTS,Fitbit,Fitbit Charge 3 Band Sport Navy Large (FB168SBNVL),$7.99,5.0,"
  Snaps in perfect and comfortable. The band is nice and thick, and does not sweat
"
0,SPORTS,Fitbit,Fitbit Charge 3 Band Sport Navy Large (FB168SBNVL),$7.99,5.0,"
  Price is worth
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,1.0,"
  Purchase the metal bracelet version of the this band for my wife. Very expensive but thought because it is sold by Fitbit it would be of a high quality. I was very wrong. Within 5 weeks one of the plastic retainers that connect the band to the Fitbit broke. Yes a PLASTIC retainer to hold a heavy metal band. Crazy glued it back into place and within a week the PLASTIC retainer on the OTHER side broke, only when this one broke we lost the piece so we were unable to try and glue it back together. We are outside of the amazon return window so it would appear I am stuck with a $100 paper weight. I am hoping a Fitbit representative will see this and do the right thing and replace the band. I've included pictures. The first shows the broken/missing plastic retainer. The second shows the repaired plastic retainer on the other side.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,1.0,"
  I bought this bracelet for my wife's Fitbit. It's a very attractive piece of jewelry that ""dresses up"" her Fitbit Alta, and she loved it. In two months, the plastic latch piece that holds the bracelet onto the Fitbit broke. As has been pointed out, this is a heavy metal bracelet that costs $100. To make it's usefulness dependent on a fifteen cent piece of plastic is stunningly poor design.Fitbit replaced the bracelet the first time it broke. The second time, it was out of the one-year warranty. They knew that when I contacted them. I included my Amazon receipt and gave them the previous history. But, over several days, they required me to produce various documents and information that allowed them to link it to my wife's Fitbit account. Then, they had me take photos of the bracelet with a hand-written note with the case number included in the photos.After all that, THEN they told me that they couldn't do anything about it because it was out of warranty ... something they knew from the first contact email. They suggested I buy another one. I suggested what they could do with the broken one.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,5.0,"
  My wife was reluctant to wear a fitbit, since they looked like one of those cheap rubber bracelets.  The goad band really dresses it up and as a result she now wears it all the time.  A quality product and a good choice for someone who wants a fitbit to look like jewelry.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,4.0,"
  I bought this band to replace the band that originally came with my Fitbit Alta. I have to admit I'm disappointed with the way that Fitbit designed these bands. I absolutely love my Alta and have had it for around 6 months. But a few weeks ago, the band was feeling a bit wobbly, I unclipped it from the Alta tracker (for the first time ever, actually, as I wasn't sure how to correctly take it apart), and I decided to clean off the band. The strap seems to be two pieces fused together (there is the long portion that actually wraps around your wrist, and a smaller portion fused with it that actually straps to the alta). Well, the strap was coming loose from the portion that connects to the tracker, and I thought these two parts of the strap must come apart to clean it (they do not!). When I separated the inner section of the strap, I realized that it could not be attached back to the strap. Honestly, I think the strap would have broken on it's own in another month or two, as it had been wobbly for awhile, but regardless, it seems like the wristband itself is not very well made.All that aside, I love this plum color for a wristband. My original band still looked pretty great despite being worn practically 24/7 for several months. I highly recommend choosing the purple, as it is a dark enough color not to show wear or tear too much and it looks really classy.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,2.0,"
  This is the second bracelet this style that I've purchased, the first in gold tone. Sad to say, both of them have broken at the Alta-bracelet junction. There is a clear piece of plastic on the inside that seems to be very fragile, and once it breaks, you can no longer attach the Alta to the bracelet. Such a disappointment, because I love how stylish this bracelet it. I've gotten so many compliments. I won't be spending another $100 on this bracelet.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,4.0,"
  I’ve had Fitbit trackers for years and I measure at the top end of the size SMALL plastic bands (6.5”-ish normally and 7” on a bad bloated day) I can button it tight when needed but still have several holes left to loosen it up if I want too. I bought the SILVER METAL bangle style bracelet (it only comes in a one size SMALL) and I figured it be ok. It fits ok but it’s snug. It won’t slide up and down my wrist like I’ve seen some ladies say it does. I currently use a the Alta HR so snug is better for that HR aspect HOWEVER I had wanted a looser “bangle” style for going out & dressing up the tracker. I’ll keep this because it’s a nice piece, it does fit and I’ll be able to use it. But I’m gonna have a custom one made that will be loser & give the “bangle” effect better.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,3.0,"
  I'd love to give this 5 stars as I really love my fitbit, however the color isn't what I expected. It's a very beigy-pink rather than the light pink color shown. When I opened it I thought it was the wrong item as the band looked like molded rubber, rather than leather, although once I touched it I could see that it was leather, although I still don't feel it looks quite like a leather band. It also gets ""dings"" fairly easily. I have one ding in the band - from what I have no idea - it's not like I've been playing contact sports. It surprised me. Overall I wish I'd purchased the protection plan as I'm not certain this is going to hold up the way I would hope. Having said all that, I do like the band and can recommend it, as long as the protection plan is purchased with it.
"
0,SPORTS,Fitbit,"Fitbit Alta Classic Accessory Band, Blue Large",$9.95,1.0,"
  As a banker I was looking for a way to dress up my Fitbit for my more formal work attire.  This was not the answer I had hoped for.  The leather is very low grade.  It looks like tan plastic not like a camel colored watch strap.  If you want a light brown Fitbit strap buy a plastic or rubber option for $10, send me $5 for the good advice, and put the $35 you saved in your savings account.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  I lost my old fitbit dongle and needed a new one and this one works just fine.  In this covid pandemic, its important to keep track of mileage outdoors and safe from the gyms, where contamination is highest.  I was able to keep track of how far I was walking/running each day and has helped me lose over 10 lbs since april.  I highly recommend this fitbit dongle.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  The only way a fitbit fitness tracker will communicate with a PC is thru this dongle so it is an extra expense if you want to be able to track your performance.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  This dongle works with my apple computer and one of the first produced blaze model watches.  Until I got this dongle I couldn't use the apple computer to upload and info.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,3.0,"
  This works well, but it is unclear that you must have it to bring up your Fitbit with Win7.I can see that BTLE support is required for FitBit, but it should be made clearer.To add insult to injury,  if you try and run the App on Win7 with this dongle, it is no good.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  Dongle came in the mail quickly.  It synched my Fitbit Charge HR and my laptop like it was supposed to.  It does stick out from the side of the computer a little- about half an inch- so you have to be careful not to knock it.  If you want to take it from one place to another- synch on different computers- there is no case or cover for it.  You'll need to find some kind of small case to put it in so it doesn't get lost.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  I lose everything (ok, not everything, but I do lose Fitbit dongles), so having the option to buy a new Fitbit dongle is awesome. Even better, it works! Don't get me wrong, I'm cool with syncing with my phone, but sometimes it's nice to just sit at the computer, plug in the dongle, and watch the magic happen.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  It's nice to have a back up dongle just in case. I thought my prior one was broke so I ordered this. However my fitbit still was not synching. Come to find out that my fitbit was broke. I called FITBIT support, they send me another one, since it was under warranty. Upon receiving the new one, it was able to synch with both dongles without any issue.
"
0,SPORTS,Fitbit,Fitbit FB152OD Wireless Sync Dongle,$12.97,5.0,"
  Works great to sync fitbit to laptop, as husband and I both got fitbits, but luckly I have 2 separate emails, since you can't hook 2 fit bits to the same account.  So use this with laptop for husband, and mine syncs to cell phone.  GREAT ITEM
"
0,SPORTS,Fitbit,"Fitbit Ace, Retail Charging Cable, 1 Count",$16.78,5.0,"
  My granddaughter lost her original cable for her Fitbit Ace so I ordered this one, got it in a day and it works perfectly!!
"
0,SPORTS,Fitbit,"Fitbit Ace, Retail Charging Cable, 1 Count",$16.78,5.0,"
  I ordered a Chinese knock-off charger before this OEM model. The knock-off did not charge my Ace. This OEM version worked as expected. Nothing but OEM from here on out for my fitbits.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  It works perfectly, I wish it was a tad less on the price point but, I wouldn't trust a third party charger. Been there done that it's worth the extra couple bucks for compatible products. Have been using this charger regularly after mine was lost (I think the dog hid it honestly) while visiting family in California at the end of November, now we are in January and she is the real deal works like a charm.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,2.0,"
  First, let me say I can no longer use my Fitbit Ionic. It is dead in the water and I am still trying to figure out how to get it back up and running. It will no longer show any signs of life, no matter how long I leave it plugged in or how many times I reset it.Second, while it was operational, I really enjoyed the watch. It gave me accurate information and kept me updated with notifications from my phone. I had a couple hiccups with updates and such, but those were able to be remedied with a little work and effort.Third, I love the APP! I have another fitbit device I use because I wanted to continue to utilize the Fitbit App. It is one of the best layouts I've seen and it is perfect for my needs.Finally, if I had the option to buy again, knowing what I know now, I would look at other options. I've had several fitness devices and watches over the years and they all have problems....none are perfect. My best advice is pick one you like and can live with, and stick with it.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  My Fitbit wasn’t charging so I ordered this one. Then I scrubbed the old charger end with a clean toothbrush and got it working again. They both work so now I have a spare.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  Had used the generics for  18 months and always had problems charging my fitbit ionic.  Had one fitbit die and had it replaced because I couldn't get it to charge and turn on.  Similar problem with 2nd fitbit.  Decided to try an oem charge cable.  what a difference.  Much stronger magnets.  clicks into place, stays theres and charges like a charm.  Well worth the extra $.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  Replaced my lost charging cord for my FitBit Ionic.  Not the least expensive. But good quality. Works as expected.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  Just like the ones at the store. This is my third charger that I buy off amazon because my cat keeps eating mine and they work perfectly.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  This is an actual FITBIT manufactured item.  Great value for purchase.  Replaced a lost item when traveling.
"
0,SPORTS,Fitbit,"Fitbit Ionic Retail Charging Cable, 1 Count",$13.89,5.0,"
  Bought this because I lost my charger. Found it but I am glad to have an extra now. Works as good as the original, I see no difference.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,1.0,"
  I ordered the fit bit about a year ago and it came with one of these clip thingies.  The plastic on the back separates from the little nub and then it is constantly falling apart.  Why can't fitbit make a better product?  They should test these things more to see that after 6-8 months of taking it on and off of clothes, it falls apart.  Once that comes off, it never stays on again.  I still like my fitbit zip so here I am, buying this stupid product again.  Photo added.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,3.0,"
  The clip works great, until it breaks.  It doesn't last as long as it should because of the way it is designed.  Once the tip breaks off from the back clip, it is time to get a new one.  Wish it had a better design that would last longer because they are a little pricey for what they are.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,3.0,"
  I love my Zip, but agree with other reviewers.  My case has broken twice in 8 months.  The little nub falls off.  I can't really wear it once the nub comes off as it tears my clothes.  I love product as didn't want a wrist tracker, but am getting frustrated with the cases.  It also says the battery should last 6 months.  I'm lucky to get 3 months out of it.  Those are cheap to replace though.  I think Fitbit really needs to design a new case or offer a 3 pack with the original.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,1.0,"
  I've only been using this a couple weeks, and already the plastic tip on the clip has fallen off and gotten lost, leaving the exposed sharp metal end of the clip exposed, making it much harder to clip to things without ripping fabric etc.  It doesn't seem like it should be rocket science to make a better clip than this for the zip--I think I have bought about 5 of them now, and they all have the same issue.  I love the Fitbit Zip but am so frustrated with dealing with these holders.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,3.0,"
  I am glad that this clip exists so that I can purchase it, so I feel that I am being generous in giving it a three stars. What infuriates me is that I have to purchase it at all! This design flaw of the original clip is incomprehensible. There does not need to be a separated join (does that make sense?) between the bottom of the clip and the rest of it just so that the bottom can say ""fitbit."" It reminds me of the toner printer situation. Yep. The printer's cheap, but the toner's expensive and you have to keep buying toner. Please, don't make me have to keep buying fitbit zip clips. It's kind of ludicrous and makes me think that my money might be better spent elsewhere.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,4.0,"
  Being somewhat thick when it comes to dressing myself.  Actually my wife puts my clothes out for me.  Not that I'm spoiled ... I will put my clothes out and in the morning the clothes are different.  She's like a clothing fairy.  Ugh ... oh, a Fitbit Zip Clip review.The one my mom gave me was magenta.  It must have been a regift.  I am not much of a prissy guy, mom.  I eat gun-powder for breakfast.I'm on the third Fitbit Zip Clip.  First one didn't stay clipped to my pants pocket because I want to be asking everyone at work if they've seen my Fitbit, ""What color is it?!""  Yeah ... magenta, mom, really?!  Finally accidently ran the %$#& thing over.  Oh well ... it was magenta after all.  Got a grey one.  The little nub on  the end fell off.  Bad design?!  Ok, demoting from 5 stars to 4.  Now I actually wear the Fitbit Zip in my pocket, because who doesn't like to have a ... well never mind.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,1.0,"
  I bought a Fitbit Zip back in 2014. Every year-ish I've had to buy a new clip because the old one wears out. This was the case a few months ago and I bought this replacement. It was absolutley horrible!! The silicone material on the back side of the clip would slide up and bunch up whenever I would try to put in on my waistband from the very first time I used it. Then the piece at the end covering the metal prongs fell off after less than a month, making it a huge pain to even use. Without the cover the prongs tear into the fabric on my clothes.  Not sure what happened with this one, but it is complete garbage and not up to the typical fitbit quality.
"
0,SPORTS,Fitbit,"Fitbit Zip Clip, Charcoal",NA,5.0,"
  My original Fitbit Zip holder got worn out so I bought this replacement. It does the trick! Good little device and it's as well-made as the original that came with my device.
"
0,SPORTS,Fitbit,"Fitbit Flex Accessory Band, Slate, Large",$14.95,1.0,"
  As mentioned by someone else the band ships from Hong Kong so it takes time to arrive.  There is also no tracking information provided before the package arrives.I started using the wristband right away with no problems although the fit was tight. The original large FlexFit band was longer so I was surprised that I was using the holes on the end of the band.  After I charged the FitBit Flex the first time I reinserted the FitBit unit into the band and the band broke.  The original FitBit Flex band lasted over a year and I have now gone through three of the cheap replacement bands in as many months.The quality and length are not very good on this band.  I definitely would not recommend this wristband.
"
0,SPORTS,Fitbit,"Fitbit Flex Accessory Band, Slate, Large",$14.95,4.0,"
  But we've all noticed these bands just don't last long enough, right? And are WAY overpriced. But if you use an off brand (other than fitbit) your tracker will stop working, I think from water damage. So spend the money.
"
0,SPORTS,Fitbit,"Fitbit Flex Accessory Band, Slate, Large",$14.95,2.0,"
  Mine just came apart today where the clear plastic window part connects to the rubber.  I didn't realize until after I had received it that it wasn't a Fitbit brand replacement and it doesn't appear to be as strong as the original.  I'm glad it fell off in my house and I didn't lose my Fitbit in the process.
"
0,SPORTS,Fitbit,"Fitbit Flex Accessory Band, Slate, Large",$14.95,5.0,"
  I received the Slate and the Navy wrist bands today, They appear to be on a par with my Fitbit band. They may be a bit more flexible than the Fitbits. The connectors are included with the bands,  Shipping (direct from China) was quick, about 2 weeks. In the future, if  wish other colors, I will definitely order from this Amazon vendor. I will update my comments, if the bands disappoint.
"
