Product Names,Product Prices,Product Ratings,User Reviews
"Razer Blade 15 Base Gaming Laptop 2021: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 3060, 15.6"" FHD 1080p 144Hz, 16GB, 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3","$1,699.99",4.0,"
  First things first, I am writing this review on this laptop right now, and it's absolutely amazing for typing, the touchpad is nice and responsive, and the screen is vibrant and bright. My only gripes are with two things. One:  The battery management system, tries its best to switch between the Nvidia gpu and the integrated one, but ultimately doesn't pick the one I would have wanted 30% of the time, and I need to go into the Nvidia contol panel to change it, then restart the laptop. Also, due to the fact that drainning a lithium battery too quickly damages it, the laptop reduces the maximum performance when not plugged in. I can reasonably get 5 or 6 hours of use out of it when I'm not doing more than browsing or watching a video, but if you plan on gaming while on bettery you're looking at no more than an hour and a half.Two: The surface finish is impossible to keep clean. it looks great if you wipe it down with a microfiber cloth, but as soon as you touch it, there's fingerprints everywhere, and it looks like I just mashed a greasey cheeseburger all over it. I might get a vinyl skin for the lid and the palm rest, but i'll wait and see how bad it really is. This next part is not Razer's fault, but just a problem I had with Corsair's Icue peripheral service. I installed Icue to integrate with mouse and my headphones, and I noticed that I was getting only 2 hours of bettery life, which confused me. It turns out the driver was hitting the cpu with just enough requests that it was running at its full frequency all the time. I had to just uninstall it to get my 6 hours of battery life back. Other than that, this laptop manages to pack an insane amount of power and performance into a surprisingly thin but dense package, and I love that about it. It feels solid and has almost no plastic and no cheap feeling parts. When it's plugged in I can barely tell the difference bewteen it and my desktop at home which really shows just how far technology has improved in just a year. Funnily enough, the silicon shortage has hit other manufactureres so bad, that their cheaper plastic laptops with the same parts are actually more expensive that this much nicer product. I plan on keeping this for a long time, and I can definitely recommend this to anyone looking for a product that they plan on using for workstation or gaming purposes.
"
"Razer Blade 15 Base Gaming Laptop 2021: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 3060, 15.6"" FHD 1080p 144Hz, 16GB, 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3","$1,699.99",5.0,"
  Good performance, great trackpad! Coming from a Macbook Pro and XPS 15 which each sport 500+ nits of brightness I was worried about this laptop's advertised 300 nits but was pleasantly surprised to find that it's still a really bright screen!
"
"Razer Blade 15 Base Gaming Laptop 2021: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 3060, 15.6"" FHD 1080p 144Hz, 16GB, 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3","$1,699.99",4.0,"
  This laptop is a wonderful laptop but… I highly recommend getting some type of a cooling pad because without this laptop gets very warm very fast. Other than that it is a wonderful laptop.
"
"Razer Blade 15 Base Gaming Laptop 2021: Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 3060, 15.6"" FHD 1080p 144Hz, 16GB, 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3","$1,699.99",5.0,"
  El computador es hermoso y tal cual se indica en la descripción, el teclado tiene un tacto suave pero a la vez la firmeza suficiente para estar seguro de que se apretó la tecla.Pantalla mate, con recarga rápida. Los parlantes son espaciales y funcionan 10/10. En realidad cumple con todo lo dicho en la descripción.
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,2.0,"
  I purchased this because my son needed my laptop. At first, I thought it was great. All I really did was search the web and visit sites. It's fast and nice for that. Once I downloaded my Silhouette Studio program, I have trouble now doing anything due to low disc space. This is pretty upsetting since this is the only program I have downloaded. I don't stream Netflix or anything like that. I didn't realize how bad it was until months later now that I need to work on projects with this software. I don't recommend using this for a cricut or silhouette.
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,4.0,"
  I purchased this computer purposely for school and web surfing. The computer has nice looking features and it hasn’t given me any problems. However, I would not recommend it for anything other than web surfing, reading articles, doing research and typing up documents. This computer has very little storage room. I am unable to save all of my school related documents due to this issue. Other than that, it’s great. Also, you’ll have to get a mouse. Using the finger touch mouse on the lap top can get annoying.
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,1.0,"
  I bought this laptop for my daughter to use for school.  She is ten.  We received it and almost immediately, it stopped charging.  I thought, no big deal, it's probably a defective charger.  I bought a new charger.  Same thing.  So I contacted HP Support.  They fixed the computer and sent it back to me.  However, they reinstalled Windows 10, which deleted my one year free trial of Microsoft Office.  I contacted them about this and they said that I would just have to download the one month free trial or purchase it for $69.99.  I specifically purchased this laptop for the one year free trial and HP refuses to fix the problem that is THEIR fault.  If it hadn't been for a faulty laptop in the first place, it wouldn't have needed to have Windows reinstalled.  I will never again purchase an HP product.  Buyer, beware!
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,5.0,"
  this laptop is amazing!! it's already charged and ready to use. all software is already programed into it so there is no need to download anything. it already has some pre installed apps like Netflix! really happy with this laptop!!
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,5.0,"
  Honestly if you wanna computer for school with the basic needs this computer is for you. I don’t get how people complain about the storage but honestly you can buy the SD card and put it in your computer and you can have more storage at the beginning I was debating Whether to buy it but I ended up buying it and it works amazing and it looks fabulous on my desk. love the color couldn’t ask for more . The way they pack the computer to ship it to you is well done.I’m really happy with my purchase :)
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,4.0,"
  I really wanted to love this laptop but I am a bit disappointed. It’s great quality for such a low price. However, all of the apps I want to download, such as Facebook I can not find on the App Store.
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,5.0,"
  Brand new and super quick to set up! Definitely got my money's worth too!
"
"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb185nr, Royal Blue)",$270.00,5.0,"
  One of the best investments  I’ve made. Perfect condition. Rose Gold is flawless. Great quality!
"
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,399.99",5.0,"
  I have been looking at many models of laptops for gaming.  It was coming down to the blade, asus zephyrus m15 or the msi gs66.  I ended up with the blade because I just thought screw it and went with the most expensive one.  I have researched ALOT leading up to me deciding which to buy.  Ive seen and read the horror stories people posted on reviews and reddit about Razer's QC.  I also have seen very satisfied customers too so I prayed for the best.  Luckily my unit after I have been using for about 3,4 days now have no problem at all.  I see no major screen bleeding at all there is very small bleed on the right hand corner but basically that's it.The keyboards are not very to my liking.  I was using Lenovo Y520 before this and even on that cheap model, the keyboards were way better for me.  I think that the blade keyboards are abit too mushy for me.The speakers are also abit on the weaker side.  I wish they would just be a little more meaty.  I'm not sure how to explain it but even my old Lenovo was better and i hated those.The top part of the chassis near the screen gets VERY hot when under heavy loud like gaming.  I couldnt touch it for more than 3,4 seconds, but then again noone touches that area anyway so it doesnt really matter.  It also got cool to the touch very fast though after you stop gaming which really surprised me.All in all those are really the only thing I ""dislike"".  They really are nit picky but im actually really pleased with this device.  I will try to post here again if i encounter any problems later on.  For now i think they are great.  I also mostly see reported problems on last year's model with the i7 9th gen and this years 1660ti gpu model.  If I were you I would try to avoid those and get the more expensive one just in case.  All in all this is a good buy for me, just pray you get a good working model and you wont regret it!
"
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,399.99",1.0,"
  Shortly after arrival the laptop needed to be returned due to a fan issue.  It arrived back at the manufacturer one week ago.  Manufacturer support has been very polite in responding to my grandsons inquiries and informing him a new laptop would be sent.  He is disappointed and anxious and was told today that it will be shipped in 3-5 days.  He loved it for about 2 weeks before it had to be returned and what was supposed to be a special gift is now more concern than celebration.  As the purchaser, I'd like a definitive response to when it will arrive.  If that isn't possible, I'd prefer a refund for the laptop and the protection plan.
"
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,399.99",2.0,"
  Laptop is wonderful. well built, sleek and compact. the screen is beautiful and it runs very demanding games, albeit at pretty high temps. seriously gets hot, but it's a gaming laptop. only other gripe with the laptop itself is the rubber bumpers on the bottom are uneven and makes it wobble a bit. shouldn't be a terribly hard fix though.Amazon on the other had is what drags this review down. They have some false advertisements on the page. the main one being the store page says it has a touch screen, while it doesn't.  Had to talk to 4 reps trying to add the insurance to the purchase (store page says you can add it up to 30 days from purchase) only to be told they couldn't do it. 3 of the people just hung up without saying a word. The last one said all I can do to get what I wanted is to return the laptop, wait 2-3 weeks for amazon to receive it (even though I got it in one) and then wait another week for my refund, then repurchase the laptop and add the insurance. while I would like very much to do that, I need this laptop for work as well as gaming so I can't really be without it for so long.Oh, and as it's an expensive delivery, they require a signature for drop off. I took the day off and hangout waiting for the delivery only for the amazon driver to just throw it on my porch and leave without so much as ringing the bell.TLDR; laptop is great, purchase it if you see a decent sale, just don't bother purchasing through amazon. Too much hassle to deal with their incompetence.
"
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,399.99",5.0,"
  The first time a deliver guy put my mail in the back door，I also called customer service to check my email.But about the laptop is perfect.That is amazing！I using MacBook long time，I know ios is good for office but no gaming，so I just want to buy the Win10 for some games，but I didn't have much hope for the Razer，I can not believe the 144Hz screen will be clearer than the MacBook，but It is do that！i7-10750 CPU and 2060 Max-Q GPU let me get a new world like haven！
"
"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black","$1,399.99",5.0,"
  I could immediately tell from the packaging that Razer is not messing around. Everything was professionally packaged and upon opening, everything is high quality and created with love of gaming in mind.This computer runs great, plays all my games on max settings and doesn't get too loud. The screen, keyboard, speakers, trackpad, RGB, everything is top notch as I expected it to be. I bought a Bluetooth Razer mouse to go along with it and I now have the ultimate laptop gaming setup.Thank you Razer.
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",1.0,"
  This laptop was clearly not functional within an hour of setting it up.  It bluescreens constantly, and none of the typical things you'd do to diagnose and fix the bluescreens fixed it.  This included a total fresh reinstall of Windows as well as a number of software diagnostics recommended by Lenovo.  None of it worked.  This is clearly a hardware problem, so I returned it.  Amazon's return policy states that if they disagree with your assessment that the computer doesn't work, they'll charge you a fee ($165) for restocking.  That's what they did to me.  So they intend to sell you the same broken laptop they sold me.  Buyer beware!
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",4.0,"
  This is my 1st gaming laptop and I did a ton of research before pulling the trigger. For the price, it's a beast. Unfortunately mine is defective and drops 15-21% of frames in high resolution video playback. I bought it for 4k video editing as well as gaming so this is a BIG issue. I'm now wrestling with Lenovo to get it fixed or replaced. I 'd like to return it but at this point I wish I had researched the seller a little. Please don't misunderstand, their price was great, shipping was very fast but their return policy is so harshly rigid its clear they do not actually accept returns.  Words of warning: if you order from them, keep everything associated w your package and keep it in perfect condition. If you try for a return(good luck!) repack everything so that it looks as though the box was never opened, if not it will be rejected and you are paying shipping both ways. I will update this review once my machine is fixed or replaced.
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",5.0,"
  love the design not only is this laptop a beast at gaming ,but also looks and feels sleek and doesn't just look like a gaming laptop. The main games i play are rust and modern warfare , they run amazing at high settings. The fan noise isn't to bad either i have owned a older laptop before hand and that one was much much louder. screen is a bit small for me for gaming ,but thats because im used to a 27 inch monitor from my desk top. The only  thing i can think about disliking is the 512 ssd storage ,but you can always just unscrew the 11 screws on the bottom and plug a 2 tb ssd right next to it so not really a big deal. If you need a portable ,fast ,sleek gaming laptop this is the one for you.
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",1.0,"
  A vertical line appeared on the screen, I read reviews of the 1660ti variant and some users have had the same issue. I used this laptop very  lightly and carefully during 2 weeks, sometimes I opened it and the screen was black and sometimes I couldn't adjust brightness. I was tempted to buy a m1 macbook but I decided  to buy this unit for the extra ram, I regret it now.
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",5.0,"
  The laptop shipped quickly.  It appears pretty sturdy, though a bit plasticky.  The keyboard is great, much better feel than my work laptop or my older samsung laptop.  The screeen is bright and sharp.  I'm impressed by the system speed.  Proper dual channel 3200MHz ram, fast 4800H cpu.  While running a few quick tests, the system was running 4.09GHz all core for the cpu-z stress test.  The fans are quiet and the keyboard and deck area were cool during ~20 minutes of gaming.  There are always better products on the horizon, but overall I'm pleased with this laptop.Update 5-10-21:  I continue to be impressed with this laptop.  It runs newer games very well and older games at ridiculous frame rates ( Portal and Talos Principle running at 200+ FPS).  The cooling system works very well and the integrated graphics can run many of my games at reasonable frame rates.  The battery life isn't that great, but long enough to watch a movie. Very pleased for the price.
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",5.0,"
  Laptop came factory sealed and in perfect condition. Beast Amd 2060 115w!*1 month update*I've traveled with it and used it pretty heavily and can say that this thing is amazing. Games run smooth, cyber punk on ultra with rtx on dlss on balanced I get about 55 fps, no rtx I can get 70+ on ultra. Temps are ridiculously low, gpu never goes over 70c at 97 to 99% performance. I'm coming from console so I was very skeptical of gaming on a laptop but I'm pretty sure I'll never buy a console ever again. After playing on ultra in a few games trying to play games on ps4 looks awful, I understand why pc players never turn back to consoles. This laptop provides the same games with better graphics at higher frame rates and its portable!
"
"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - (IPS)","$1,299.00",5.0,"
  This laptop has everything you need to game. RTX 2060 115W variant? Yes sir and also a chasis and cooling system good enough to handle it. AMD Ryzen 7 4800H? 8 cores and 16 threads? 4.2Ghz core speed? Oh yeah, best mobile CPU of 2020, yeah Intel i7 10750H can turbo 1 core to 5Ghz and gains like 3-5 FPS more, but its a 6 core CPU with heating issues unless you undervolt. So yeah 10/10 laptop.PS: Delivery time for Antonline said 2 weeks, it arrived in 4 business days, they send you the UPS track number to your e-mail.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  I just started college and was looking for a new computer i had a macbook pro and it was cool put i wanted a touch screen. I ordered this chromebook and love how easy it is to use for online school whith being abel to read my textbooks as if the computer was a tablet and then doing my assignments as easy as they were on the mac. i have really liked the computer and highly recommend it to any one looking for a new computer and its a great price for all that you get.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  Great, quality device.  Am thrilled with my purchase and so glad I did! Was packaged thoroughly, device was free of any scratches or wear. Functionality is great. Don't delay, definitely worth the price.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  We like the performance that the computer have during all the task my dauter needs to do during her school day. The touch screen and the way she can use the Laptop like a tablet it is very handy to do her work faster than the common way using a keypad or mouse, etc. The shipping service was excellent and very on time.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  Well exceeded my expectations for a laptop under $500. Battery lasted for 3 days before needing to be plugged in and charged fast. Touch screen is convenient. User friendly, simple and easy to navigate. Meets all my home office needs.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  Great condition. No visable scratches or marks of anykind. Works properly. Wouldn't even know that it's reconditioned.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  This was so easy to set up! Just log in and all my google apps imported automatically. You would never know this wasn't brand new. Works great, love the color. Great buy!
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  It started right up and worked like it should. Looks like new also.
"
"HP 2-in-1 Convertible Chromebook, 14inch HD Touchscreen, Intel Quad-Core Pentium Silver N5030 Processor Up to 3.10GHz, 4GB Ram, 128GB SSD, Intel UHD Graphics, Webcam, Chrome OS(Renewed (14inch/128GB)",$297.99,5.0,"
  This HP Chromebook looks and feels far more expensive and better made than its price led me to believe. The keyboard is outstanding with a soft but firm touch. My wife has never been a fan of touch pads, but she likes this touch pad so much that she no longer connects a mouse to use with this HP. The convertible and touch screen are just great added bonuses.We purchased this as an Amazon refurbished model and were thrilled that it actually did arrive ""like new"".
"
"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0010nr, 2020 Model)",NA,3.0,"
  Neat little chromebook... it is small.. wish it had hdmi....that would be great, but my sister bought me chromecast... so I will see how that works. Will update...
"
"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0010nr, 2020 Model)",NA,5.0,"
  Nice little computer, works great.
"
"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0010nr, 2020 Model)",NA,5.0,"
  I use it in place of my phone and for writing my memories. Watch movies, every thing.
"
